,Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
11137,11137,575,25,Better than i'd hoped,"I saw this online yesterday and i was in the store today to try it on. i assumed it would look average or below average on me and i could just walk away no problem. by no means am i in the financial bracket to be spending this much money on a jumpsuit, yet here i am at home wearing it as i write this review. it is surprisingly flattering. i am 5 feet tall and have a petite frame so wide leg pants never work on me, but this somehow did without making me look bulky. given my height, it comes to ab",5,1,3,General,Trend,Trend
657,657,634,65,"Loungewear, not outdoor wear","So i recognized the fact that this dress was likely intended more for lounging than for wearing out and about, but i once had a lot of luck with dresses of this price point (and intent) at retailer, so i had hopes. i was just wanting it to be a great addition for vacations and beach days, but it's honestly so thin i couldn't even see it working that well for that. it's also cut smaller than i was anticipating judging by the way it fits the model; my usual small was way more bodycon than i was anti",2,0,55,General Petite,Intimate,Lounge
9841,9841,899,45,,"Looks great from the front, but from the side it looks like a maternity top.",3,0,2,General,Tops,Fine gauge
11976,11976,964,24,,"The blazer is boxy and less dressy that it seemed online. i could only really wear this in casual situations, and i was hoping to be able to wear it to work as well. it does have an interesting hemline. the shoulders are a bit too narrow for me (but i do have shoulders on the broader side). i don't hate it, but i don't love it either, but it is interesting enough that i'm going to keep it. i ordered a small.",3,0,0,General,Jackets,Jackets
23362,23362,834,45,Super cute & comfy top!,"When i saw this top online i loved it, and in person i love it even more! so perfect for spring/summer and i can see it even transitioning into fall. the sizing is perfect - i am a size 12/l in tops, and the size 12 i ordered is just right. it's loose but not too loose or frumpy looking. the fabric is slightly thin but that's perfect for the summer, but it would be cute layered with a cami or a cardigan when it's cooler. the only thing is, if you a little busty, the neckline might dip a tiny bit",5,1,6,General,Tops,Blouses
18623,18623,872,31,Nice top,"I would give this top a 4.5. it is a very pretty top, i love the embroidery, but runs a little short for my taste. it still meets past the top of my pants, but barely. this is why i didn't give this top a 5. i am 5'9"" so i think for a petite person the length would be perfect.",4,1,7,General,Tops,Knits
23103,23103,1083,72,Stretch in all the right places,"This dress is more beautiful in person.
this dress fits well on top for my broad shoulders, chest(40c)and through my straight hips. note. the side bottom panels are very stretchy. i will have it tailored slimmer. so if you are bottom curvy, this dress is awesome!",5,1,2,General,Dresses,Dresses
2023,2023,1044,68,"Very cute, but impossible to put on","I wrote item ran large, but that was true only in length. it would be long for someone 5'10"" . however the bigger issue is getting it on. the style and quality are quite nice, but it does have some issues.",3,0,6,General,Bottoms,Pants
4644,4644,829,24,Great top,"I really love this top. it looks great under a black tahari suit that i wear to work. the neckline looks really nice. the only negatives are that it's a bit sheer, so i have to wear a tank under it and it's a little wide. it looks fine tucked in or hanging out with jeans for a more casual look. i'd recommend this top, especially if you can get it on sale. pretty true to size. i'm 5'4'', 120 pounds, and a 32 c and the size 4 top fit me nicely.",4,1,1,General,Tops,Blouses
8192,8192,974,67,"Murky colors, not a refined jacket","The colors on this jacket are a murky blue with a pale mauve tone for the lighter color. size is a bit on the large size. i did not feel that the jacket was that well-made and would hold up to much wear. i was looking for a jacket to dress up jeans, black pants etc and this did not fit that need. it would be a warm jacket if that is a need.",3,0,1,General,Jackets,Jackets
13020,13020,692,39,,"Perfect. easy , effortlessly beautiful design and just my favorite pajama ever. i'm not my ideal weight right now and these make me feel attractive again.love!",5,1,1,Initmates,Intimate,Sleep
8051,8051,936,39,Flawed pattern,"Let me start this review by saying, 75% of my clothing is from retailer and i love them. my husband bought this sweater for me recently and it's gorgeous, but when i tried it on one sleeve was longer than the other. i went to the store and tried on several sweaters even in different colors and had the same issue. sometimes is was extreme, sometimes is wasn't as noticeable. it was noticeable to me, however, as i am 6' and sleeve length is super obvious when its too short. love the sweater, as it wa",3,0,4,General,Tops,Sweaters
8989,8989,1094,25,Instant favorite!,"This dress fits perfect! the material is so soft and hangs so flattering. long enough to cover the booty, but short enough to show off my legs. and the color is beautiful (i got the wine color).",5,1,0,General Petite,Dresses,Dresses
4492,4492,1038,57,,"Love just know the embroidery is navy blue wearing them today, size down",5,1,4,General,Bottoms,Jeans
8459,8459,863,66,Comfy tee,"Cute style, flowy fabric. it runs big i purchased a medium and could've definitely gotten a small.",4,1,1,General,Tops,Knits
5208,5208,1033,31,Wanted to love.,"Wanted to love these pants, they are way, way, too long (i'm 5'4 128lbs for reference). i didn't love the way they looked cuff and didn't think it was worth having them hemmed. loved the color. would work well for someone tall and slim.",3,0,0,General Petite,Bottoms,Jeans
21659,21659,1110,33,Love!,"Love love love this dress! but, if you are not wearing a slip...you should be! please wear a slip, you can see right through this dress.",5,1,0,General,Dresses,Dresses
944,944,1094,41,Lovely and flattering,"Very comfortable dress, with a gorgeous pattern. it comes with a self liner in navy that is very smoothing - i was worried a figure hugging sweater knit would be unflattering. cut is perfect. i'm a size 10/12 on top and 12/14 on bottom, and the m was the best fit. the neckline is a deep scoop so if you are not busty it may come down too far for comfort.",5,1,10,General,Dresses,Dresses
7562,7562,825,36,,Got this shirt in the green color. it's long and flowy and fits true to size. super comfy.,5,1,0,General,Tops,Blouses
1504,1504,927,44,,"Tried this on and loved it! chic, lightweight, warm, cute left as is and cuter belted. ended up letting a friend buy it since it was the last one but will be adding to my iso list for sure!",5,1,0,General,Tops,Sweaters
6706,6706,986,71,,"This fell apart after wearing it once. for the price, it should hold up better. it's too delicate.",1,0,3,General,Jackets,Jackets
4628,4628,872,43,Lovely summer top!,I purchased the orange version (definitely orange - not red) before heading out on vacation and it was perfect for hot summer weather. the swingy shape keeps you cool and the print is much better in person. the fabric is very soft and hangs well. look forward to wearing to work also with a cardigan. i own a few akemi + akin tops and always get a s. this one seemed a bit large even in s but i liked the length so kept the s.,5,1,0,General,Tops,Knits
