,Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
12031,12031,602,28,Finally a romper for all body types,I can't say enough good things about this romper. i am curvey on the bottom and have never been able to get on board with the romper trend because all the ones i had tried were too short or were clearly made for models and teenagers. this romper is a great length and style for all ages and body types. the material is so soft and is the kind of material that won't easily wrinkle. it can easily be dressed up for a night out with wedges and jewelry or dressed down for day with  flats (and maybe eve,5,1,5,General,Bottoms,Shorts
17069,17069,1037,47,Fun for winter,"I bought these stretchy skinny cords in my usual size 28 (31 waist, 33 low waist, 38.5 hip/butt).  they are comfortable and long enough for my 5' 9"" frame.  i hope they don't shrink.  the flower pattern on all the pairs in the store has the flowers running down the inside and outside of my legs.  the dark part runs down the middle.  i wish it was like the picture on the model, with the print running right down the front and backs of the legs, dark parts on inner and outer thigh.",4,1,0,General,Bottoms,Jeans
14201,14201,1129,26,Awful,"This coat is awful, just awful. i bought it based on the reviews, my husband said it looks like i am wearing a mattress. it looked awful. i really really liked the softness and that it wasn't like another puffer coat, it was also stretchy and the buttons super easy to wear, but the look, style, and design make it very unflattering. it looked so bad that i took it off right away. so disappointing!",1,0,0,General,Jackets,Outerwear
21440,21440,861,34,Love this,Very soft! i sized up. was able to wear without a cami underneath,5,1,0,General Petite,Tops,Knits
172,172,670,66,Beautiful fabric and style,"I purchased these for something other than sweats to wear for a girls get away weekend. they were so comfortable and flattering, friends told me i could wear them out for dinner.

the fabric is beautiful, and i loved the way they draped. the angled cut on the legs is very cute, and something a bit different. these could be perfect for a hot summer evening dinner, because the fabric is very light and breezy. dress it up with a tank top and ballet flats and you're good to go.",4,1,0,Initmates,Intimate,Sleep
15247,15247,831,44,Great blouse for any occasion,"Great fit, looks excellent with jeans as well as tucked in with a pencil skirt.",5,1,0,General Petite,Tops,Blouses
16688,16688,26,34,Cute holiday dress,"I'm 5'9 and wear a size 12. this dress runs tts though there is no stretch to it, found the bust to be a tad tight (38c). it is light with good movement. i did not find it short waisted and i thought the proportions were correct. the length was just long enough to make me feel comfortable wearing it. i'm looking forward to wearing it to holiday dinners this season.",4,1,0,General,Dresses,Dresses
15885,15885,984,52,A jacket or dress for a four-season wardrobe,"Yes, like the photo suggests, this piece has a lot of the features of a jacket. but, i bought it to also wear as a dress. let me explain...

fyi: 36c, broad shoulders/back, high waist, dress/top size 10 (without buttons, etc.) or 12 (fitted at the bust and waist), bottom size 6 (upside down triangle), 5'2""

i bought the small in this piece, because it is big enough to wear as a light jacket while also being fitted enough to wear as a dress. on the inside of the piece, there are strings that",5,1,11,General Petite,Jackets,Jackets
2503,2503,939,53,So disappointed,"I loved this coat in the picture, and couldn't wait to get it. sadly, it did not deliver in real life. i got my usual size small, and it fit well in the shoulders and sleeves, and okay in front. the big problem was the back. it just hung from my shoulders with zero shape, and a lot of extra fabric. i considered trying the xs, but was concerned that the shoulders might not be comfortable, and honestly i can't believe the xs could possibly have been different enough to work. maybe i got a defectiv",1,0,2,General,Tops,Sweaters
12023,12023,831,57,In love with nala!,"I paired this gorgeous top with a black v-neck cardigan, mother lookers and black booties and felt and looked so totally feminine and amazing...i honestly lost count of the compliments that i received!!  beading is sewn on tightly, and the stitching on the embroidery has no loose ends.  i am 5'3""/108 and took the regular size small.  highly recommend!!",5,1,0,General Petite,Tops,Blouses
7693,7693,867,35,Strike out,"I've been waiting to purchase this top for some time, thinking it would be perfect weight for fall/winter. i'm pretty disappointed. since i don't live close to an retailer, i typically order a size up to avoid returns and usually end up with items that fit just right or a little loose which is no big deal, this sweater however i was swimming in, like a child in an adult sweater! it was huge! and not to mention unflattering on my short fuller shape. i wasn't impressed with the material either, it f",2,0,0,General,Tops,Knits
2348,2348,844,49,Beautiful,I saw both of these blouses several months earlier and anxiously waited for them to go on sale. definitely worth the wait. the quality and designs are superb true to size,5,1,0,General,Tops,Blouses
3281,3281,1035,43,Pleasant surprise,"These jeans were a pleasant surprise. they are comfy, stretchy and fit right at the ankle. i have skinny legs and i love that these are a slim fit .i am normally a 27 waist but the 26 had a better fit. the dark demin and the gold buttons give it a dressy look. they also give my derriere a nice shape. i am 5?2?, 116 lbs and i have slim hips. to top it off, the jeans were an additonal 30% off the sale price!",5,1,4,General,Bottoms,Jeans
854,854,1078,42,,"Love this dress! it is super-flattering, and the embroidery is beautiful.",5,1,1,General,Dresses,Dresses
12040,12040,1092,63,Perfect slim fit,"I'm 32b-26-36, straight and slim, and the 0 fits like a glove. it's a nice change from all these loose, billowy (sometimes sack or tent like) dresses. if you are busty or have a broad rib cage, you'll need to size up for sure. the slip is fitted and im wondering if it will stay put. love all the colors in this dress - navy was better for me, the white washed me out and was just underwhelming. the band of lace hits high on my waist at a spot that is flattering and slimming which doesn't happen of",4,1,3,General,Dresses,Dresses
13637,13637,1078,50,I love this dress so much i almost said a bad word,"Omg, i am 5'8 size 14, big hips and i simply love love, love this dress! when i first saw myself in the mirror i just loved the way it fell and gypsy style of it. the material is rich and soft. i caught it on sale under a hundred bucks and it is more than worth it!",5,1,3,General,Dresses,Dresses
3427,3427,1056,26,Waist runs big,"I was so excited to try these but was really disappointed in the fit. i found the legs and butt to be tight but the waist to be really big. if you are normally a size 24, i wouldn't bother with these.",2,0,0,General Petite,Bottoms,Pants
9629,9629,868,59,Looks great on me!,"I read the other reviews before i ordered this top and was a little concerned about the fabric, but it's fine. the neutral color is a little bland, but i can wear it with bright pants. since i expected it to run large i ordered a small. the tie in the front makes it fit like a dream, plus it looks amazing from the back.",5,1,0,General,Tops,Knits
